Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
13 3 -6.4171534 0.0 -29.692 7.08113 -14.0574 331.081 -2696.5 330.871 -2693.05 0.0 330.871 -2693.05 41.3996 -29.692 -2350.4714 26.0115 26.0115
13 4 -6.4171534 0.0 -29.692 7.08113 -14.0574 331.081 -2696.5 330.871 -2693.05 0.0 330.871 -2693.05 41.3996 -29.692 -2350.4714 26.0115 26.0115
13 5 -6.4171534 0.0 -29.692 7.08113 -14.0574 331.081 -2696.5 330.871 -2693.05 0.0 330.871 -2693.05 41.3996 -29.692 -2350.4714 26.0115 26.0115
13 6 -6.4171534 0.0 -29.692 7.08113 -14.0574 331.081 -2696.5 330.871 -2693.05 0.0 330.871 -2693.05 41.3996 -29.692 -2350.4714 26.0115 26.0115
13 7 -6.4171534 0.0 -29.692 7.08113 -14.0574 331.081 -2696.5 330.871 -2693.05 0.0 330.871 -2693.05 41.3996 -29.692 -2350.4714 26.0115 26.0115
14 0 -6.5037084 0.0 -31.6139 7.12523 -14.0841 331.081 -2696.5 330.268 -2690.52 0.0 330.268 -2690.52 41.4326 -31.6139 -2350.4333 23.5371 23.5371
14 1 -6.5037084 0.0 -31.6139 7.12523 -14.0841 331.081 -2696.5 330.268 -2690.52 0.0 330.268 -2690.52 41.4326 -31.6139 -2350.4333 23.5371 23.5371
14 2 -6.5037084 0.0 -31.6139 7.12523 -14.0841 331.081 -2696.5 330.268 -2690.52 0.0 330.268 -2690.52 41.4326 -31.6139 -2350.4333 23.5371 23.5371
14 3 -6.5037084 0.0 -31.6139 7.12523 -14.0841 331.081 -2696.5 330.268 -2690.52 0.0 330.268 -2690.52 41.4326 -31.6139 -2350.4333 23.5371 23.5371
14 4 -6.5028005 0.0 -31.6167 7.1264 -14.0859 331.081 -2696.5 330.261 -2690.49 0.0 330.261 -2690.49 41.4316 -31.6167 -2350.414 23.549 23.549
14 5 -6.5028005 0.0 -31.6167 7.1264 -14.0859 331.081 -2696.5 330.261 -2690.49 0.0 330.261 -2690.49 41.4316 -31.6167 -2350.414 23.549 23.549
14 6 -6.5028005 0.0 -31.6167 7.1264 -14.0859 331.081 -2696.5 330.261 -2690.49 0.0 330.261 -2690.49 41.4316 -31.6167 -2350.414 23.549 23.549
14 7 -6.4996367 0.0 -31.5566 7.12466 -14.0812 331.081 -2696.5 330.268 -2690.54 0.0 330.268 -2690.54 41.4251 -31.5566 -2350.4036 23.5351 23.5351
15 0 -6.3024416 0.0 -28.5577 7.12612 -14.1274 331.081 -2696.5 332.12 -2694.86 0.0 332.12 -2694.86 41.2965 -28.5577 -2350.0015 26.7581 26.7581
15 1 -6.2960725 0.0 -28.5188 7.1264 -14.1309 331.081 -2696.5 332.127 -2694.83 0.0 332.127 -2694.83 41.2813 -28.5188 -2349.9407 26.764 26.764
15 2 -6.2960725 0.0 -28.5188 7.1264 -14.1309 331.081 -2696.5 332.127 -2694.83 0.0 332.127 -2694.83 41.2813 -28.5188 -2349.9407 26.764 26.764
15 3 -6.2960725 0.0 -28.5188 7.1264 -14.1309 331.081 -2696.5 332.127 -2694.83 0.0 332.127 -2694.83 41.2813 -28.5188 -2349.9407 26.764 26.764
15 4 -6.0047874 0.0 -23.2118 7.18243 -16.3428 331.081 -2696.5 332.451 -2700.9 0.0 332.451 -2700.9 45.9654 -23.2118 -2345.6953 30.6768 30.6768
