Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
13 1 -6.582684 0.0 -33.0762 6.36557 -10.9243 331.081 -2696.5 331.009 -2688.71 0.0 331.009 -2688.71 15.7678 -33.0762 -2375.0093 19.8792 19.8792
13 2 -6.578218 0.0 -33.0183 6.36358 -10.924 331.081 -2696.5 331.003 -2688.72 0.0 331.003 -2688.72 15.7271 -33.0183 -2375.0083 19.8772 19.8772
13 3 -6.5802546 0.0 -33.0131 6.36519 -10.9221 331.081 -2696.5 331.005 -2688.76 0.0 331.005 -2688.76 15.7651 -33.0131 -2375.003 19.8811 19.8811
14 0 -6.735983 0.0 -37.6608 6.30116 -10.8858 331.081 -2696.5 330.052 -2682.71 0.0 330.052 -2682.71 15.3177 -37.6608 -2375.001 16.035 16.035
14 1 -6.7481427 0.0 -37.8743 6.30967 -10.8828 331.081 -2696.5 330.031 -2682.53 0.0 330.031 -2682.53 15.3828 -37.8743 -2374.9905 16.0657 16.0657
14 2 -6.7375274 0.0 -37.7079 6.30137 -10.8913 331.081 -2696.5 330.06 -2682.68 0.0 330.06 -2682.68 15.3633 -37.7079 -2374.9644 16.0339 16.0339
14 3 -6.669726 0.0 -36.7268 6.28465 -10.8789 331.081 -2696.5 330.078 -2683.13 0.0 330.078 -2683.13 15.0808 -36.7268 -2374.6978 16.1884 16.1884
14 4 -6.559777 0.0 -35.1242 6.3164 -10.8677 331.081 -2696.5 330.479 -2684.37 0.0 330.479 -2684.37 16.0286 -35.1242 -2372.9868 18.4553 18.4553
14 5 -6.037348 0.0 -30.0096 6.38962 -10.8909 331.081 -2696.5 329.994 -2682.9 0.0 329.994 -2682.9 16.6843 -30.0096 -2366.2312 20.776 20.776
14 6 -5.69324 0.0 -29.0933 6.26442 -15.5035 331.081 -2696.5 329.412 -2682.6 0.0 329.412 -2682.6 22.802 -29.0933 -2359.4795 26.1487 26.1487
14 7 -5.2535486 0.0 -21.4552 6.27357 -10.9417 331.081 -2696.5 329.505 -2682.79 0.0 329.505 -2682.79 16.4941 -21.4552 -2358.246 26.1656 26.1656
15 0 -6.810187 0.0 -40.2935 6.22241 -10.8507 331.081 -2696.5 329.58 -2679.21 0.0 329.58 -2679.21 14.9794 -40.2935 -2374.944 12.8576 12.8576
15 1 -6.810024 0.0 -40.2918 6.22251 -10.8509 331.081 -2696.5 329.58 -2679.21 0.0 329.58 -2679.21 14.9786 -40.2918 -2374.943 12.8575 12.8575
15 2 -6.809888 0.0 -40.2782 6.22101 -10.8513 331.081 -2696.5 329.579 -2679.23 0.0 329.579 -2679.23 14.9909 -40.2782 -2374.9382 12.8583 12.8583
15 3 -6.8097143 0.0 -40.2822 6.22152 -10.8511 331.081 -2696.5 329.579 -2679.22 0.0 329.579 -2679.22 14.986 -40.2822 -2374.937 12.858 12.858
15 4 -6.8096495 0.0 -40.3012 6.22292 -10.8506 331.081 -2696.5 329.581 -2679.19 0.0 329.581 -2679.19 14.9744 -40.3012 -2374.9358 12.8575 12.8575
15 5 -6.3825655 0.0 -33.467 6.21108 -10.9962 331.081 -2696.5 329.549 -2682.89 0.0 329.549 -2682.89 15.212 -33.467 -2371.5957 14.4732 14.4732
15 6 -6.4184613 0.0 -34.3514 6.19031 -11.0036 331.081 -2696.5 329.511 -2682.09 0.0 329.511 -2682.09 15.5077 -34.3514 -2371.4229 14.3813 14.3813
15 7 -5.9521856 0.0 -28.5037 6.23634 -10.8063 331.081 -2696.5 329.898 -2683.84 0.0 329.898 -2683.84 15.1297 -28.5037 -2367.3162 19.3579 19.3579
